match_id,home_team,away_team,home_elo,away_elo,elo_diff,home_form5,away_form5,form_diff,home_avg_goals,away_avg_goals,home_avg_conceded,away_avg_conceded,home_possession_avg,away_possession_avg,home_shots_avg,away_shots_avg,opponent_style_home,opponent_style_away,home_strategy_used,away_strategy_used,home_formation_used,away_formation_used,result,goal_diff
2406,Team_8,Team_3,1766,1655,111,12,7,5,0.64,0.97,1.34,1.13,50.27,52.54,6.21,15.25,Attacking,Counter,Counter Attack,Balanced,4-4-2,4-2-3-1,Home Win,-0.49
2407,Team_9,Team_16,1771,1927,-156,1,6,-5,1.44,2.43,0.75,1.44,56.96,40.34,13.17,18.76,Defensive,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,0.0
2408,Team_18,Team_10,1532,1452,80,4,6,-2,1.94,1.86,0.55,0.65,43.92,52.44,9.63,12.36,Defensive,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Draw,1.29
2409,Team_14,Team_17,1554,1793,-239,8,10,-2,1.0,0.62,1.79,1.16,60.62,42.17,14.76,9.57,Possession,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.16
2410,Team_9,Team_6,1539,1897,-358,13,0,13,2.07,1.39,1.58,1.41,53.73,43.76,13.3,6.33,Possession,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,0.66
2411,Team_13,Team_4,1941,1564,377,4,8,-4,2.35,2.36,1.7,1.26,47.79,56.84,7.95,6.61,Defensive,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,1.09
2412,Team_7,Team_16,1585,1861,-276,6,10,-4,2.47,2.33,2.12,0.89,55.43,48.44,14.74,19.68,Counter,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,1.58
2413,Team_14,Team_20,1720,1556,164,9,10,-1,1.46,1.41,1.02,1.95,54.2,41.7,17.95,13.49,Possession,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.49
2414,Team_4,Team_20,1759,1613,146,10,11,-1,0.63,2.35,1.88,0.7,47.54,55.26,13.36,19.39,Counter,Counter,High Press,Low Block,4-3-3,5-3-2,Away Win,-0.07
2415,Team_19,Team_12,1810,1828,-18,10,8,2,1.45,1.84,0.7,1.55,49.94,51.84,10.41,13.96,Possession,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,-0.1
2416,Team_6,Team_2,1862,1949,-87,3,12,-9,2.24,0.81,2.14,1.93,54.06,49.84,11.35,6.48,Counter,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Draw,0.31
2417,Team_20,Team_17,1534,1587,-53,1,2,-1,1.98,2.37,2.04,0.97,43.22,54.26,14.09,18.86,Counter,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,1.01
2418,Team_4,Team_6,1710,1707,3,4,0,4,2.27,1.88,0.54,1.07,41.44,56.78,6.87,8.35,Counter,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,1.2
2419,Team_6,Team_12,1982,1547,435,12,10,2,0.63,1.48,0.91,1.79,61.82,35.99,7.33,9.55,Counter,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,-1.16
2420,Team_7,Team_12,1628,1982,-354,5,11,-6,1.41,1.64,0.79,1.6,55.48,42.17,12.52,18.52,Defensive,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.19
2421,Team_4,Team_1,1486,1588,-102,6,7,-1,2.52,0.65,1.2,0.64,63.11,32.3,8.12,18.81,Counter,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,1.88
2422,Team_11,Team_7,1532,1514,18,8,0,8,0.7,0.93,0.82,1.68,50.16,52.66,15.93,8.69,Counter,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Away Win,-0.98
2423,Team_8,Team_18,1517,1972,-455,6,2,4,2.61,1.6,2.05,1.89,64.6,39.88,15.89,18.2,Possession,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,0.72
2424,Team_10,Team_20,1713,1410,303,14,10,4,2.33,2.56,1.74,0.75,61.36,39.83,14.53,18.9,Attacking,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,1.58
2425,Team_4,Team_18,1620,1917,-297,11,14,-3,1.68,2.23,1.26,1.58,51.31,49.79,17.51,8.53,Defensive,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,0.1
2426,Team_19,Team_14,1894,1569,325,2,0,2,1.25,1.38,0.63,1.76,44.42,58.63,17.84,14.94,Counter,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.51
2427,Team_11,Team_7,1923,1567,356,6,13,-7,1.18,0.72,2.02,1.65,56.2,39.39,17.45,13.92,Possession,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.47
2428,Team_16,Team_16,1425,1586,-161,1,5,-4,2.7,2.47,0.52,2.01,41.88,61.63,9.92,14.54,Defensive,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,0.69
2429,Team_4,Team_4,1919,1898,21,1,14,-13,2.64,1.23,0.83,1.31,41.08,56.45,6.95,7.78,Attacking,Counter,Counter Attack,Balanced,4-4-2,4-2-3-1,Draw,1.33
2430,Team_20,Team_11,1924,1573,351,12,11,1,1.59,1.95,1.68,1.17,49.26,52.5,11.27,14.13,Possession,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,0.42
2431,Team_1,Team_10,1659,1599,60,5,8,-3,1.13,1.74,0.76,1.88,41.73,54.22,10.79,7.65,Possession,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,-0.75
2432,Team_15,Team_10,1940,1571,369,2,4,-2,2.46,1.62,0.77,1.9,50.77,48.13,15.32,16.62,Attacking,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,0.56
2433,Team_2,Team_18,1538,1996,-458,8,14,-6,1.28,0.88,0.67,0.5,45.16,53.95,9.41,10.33,Defensive,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,0.78
2434,Team_1,Team_3,1536,1612,-76,6,10,-4,2.17,1.63,0.53,0.89,57.74,40.27,18.88,15.98,Attacking,Counter,Counter Attack,Balanced,4-4-2,4-2-3-1,Away Win,1.28
2435,Team_10,Team_9,1707,1729,-22,0,13,-13,0.77,1.88,2.17,1.0,61.2,43.78,14.24,10.33,Possession,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Draw,-0.23
2436,Team_13,Team_3,1619,1406,213,7,8,-1,2.13,1.09,1.83,1.91,59.94,37.21,15.72,13.54,Counter,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,0.22
2437,Team_2,Team_13,1524,1504,20,12,12,0,1.18,0.62,1.39,1.89,61.28,36.07,14.39,17.98,Counter,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,-0.71
2438,Team_4,Team_12,1579,1631,-52,11,14,-3,0.98,1.1,0.81,0.83,62.7,41.61,6.73,14.31,Counter,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,0.15
2439,Team_8,Team_2,1419,1966,-547,5,10,-5,2.09,0.78,1.42,1.74,53.83,50.66,7.42,16.11,Attacking,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,0.35
2440,Team_11,Team_14,1746,1596,150,10,12,-2,1.39,1.39,1.5,1.18,62.08,34.02,14.95,7.88,Attacking,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,0.21
2441,Team_3,Team_7,1827,1499,328,13,10,3,0.91,1.48,1.78,1.93,64.48,31.26,9.03,16.59,Defensive,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,-1.02
2442,Team_2,Team_9,1748,1799,-51,2,0,2,0.97,1.15,1.23,0.8,64.11,31.97,19.8,17.79,Counter,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Away Win,0.17
2443,Team_2,Team_10,1923,1696,227,8,14,-6,2.04,0.99,1.08,1.37,55.95,44.48,12.62,12.2,Attacking,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,0.67
2444,Team_11,Team_20,1749,1497,252,14,2,12,2.54,1.96,1.73,1.52,56.08,44.7,6.38,19.99,Attacking,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,1.02
2445,Team_6,Team_5,1764,1510,254,14,1,13,1.41,1.79,1.18,0.91,48.1,49.23,9.77,7.31,Possession,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,0.5
2446,Team_11,Team_5,1694,1570,124,5,12,-7,1.53,2.32,1.26,2.12,43.7,59.8,9.48,19.08,Possession,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.59
2447,Team_4,Team_17,1874,1752,122,2,14,-12,1.95,1.0,1.64,1.58,63.09,38.18,11.72,8.71,Possession,Possession,High Press,Low Block,4-3-3,5-3-2,Away Win,0.37
2448,Team_16,Team_9,1794,1426,368,10,5,5,2.41,1.07,1.39,1.51,49.06,52.58,9.5,6.48,Defensive,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,0.9
2449,Team_3,Team_9,1916,1926,-10,8,4,4,0.84,1.89,1.31,0.51,64.39,34.11,9.61,9.11,Counter,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,0.33
2450,Team_18,Team_8,1541,1527,14,2,13,-11,1.43,2.5,1.59,1.13,62.46,40.04,9.19,15.01,Counter,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Draw,0.3
2451,Team_16,Team_2,1817,1847,-30,3,1,2,0.89,1.35,0.84,0.99,59.03,40.73,8.28,6.65,Defensive,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Home Win,-0.1
2452,Team_7,Team_15,1941,1856,85,13,13,0,2.44,1.51,1.32,2.03,54.78,49.03,12.89,8.8,Defensive,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Away Win,0.41
2453,Team_16,Team_4,1821,1663,158,11,0,11,1.66,2.42,0.64,1.4,45.37,53.03,15.02,6.38,Possession,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,0.26
2454,Team_19,Team_17,1487,1639,-152,6,10,-4,2.11,1.17,0.75,0.72,55.86,42.42,9.85,14.29,Counter,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,1.39
2455,Team_15,Team_5,1648,1576,72,2,1,1,0.85,1.38,0.57,1.3,58.83,44.07,12.99,7.34,Counter,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,-0.45
2456,Team_8,Team_12,1849,1619,230,9,0,9,2.01,2.31,1.69,1.84,54.38,49.25,13.7,9.21,Attacking,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,0.17
2457,Team_20,Team_17,1504,1769,-265,12,4,8,2.0,1.06,0.57,0.93,64.6,32.24,12.5,14.94,Possession,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,1.07
2458,Team_7,Team_3,1968,1788,180,10,10,0,2.49,1.11,1.23,1.93,48.14,55.57,11.08,11.09,Defensive,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,0.56
2459,Team_6,Team_10,1467,1989,-522,13,6,7,2.55,2.27,0.92,2.17,44.48,59.66,10.54,16.68,Counter,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,0.38
2460,Team_4,Team_4,1580,1521,59,11,4,7,2.24,1.71,1.05,1.49,56.02,45.6,14.66,15.3,Attacking,Defensive,Counter Attack,Balanced,4-4-2,4-2-3-1,Draw,0.75
2461,Team_15,Team_6,1811,1500,311,6,10,-4,2.04,2.24,1.24,1.12,57.9,39.32,6.13,12.6,Defensive,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,0.92
2462,Team_16,Team_17,1965,1627,338,0,5,-5,2.29,1.26,1.59,1.65,51.41,44.4,15.81,7.05,Counter,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,0.64
2463,Team_9,Team_4,1741,1949,-208,4,11,-7,1.8,0.68,1.35,1.71,41.33,61.27,14.07,17.67,Possession,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,0.09
2464,Team_7,Team_5,1531,1551,-20,6,4,2,1.43,0.96,1.99,1.7,40.63,54.47,10.08,8.01,Attacking,Counter,Counter Attack,Balanced,4-4-2,4-2-3-1,Draw,-0.27
2465,Team_17,Team_11,1993,1528,465,0,6,-6,0.91,1.97,1.84,1.78,57.97,37.54,16.95,13.03,Possession,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.87
2466,Team_9,Team_12,1483,1649,-166,9,7,2,1.11,2.42,1.9,0.97,58.26,43.46,12.63,8.82,Attacking,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,0.14
2467,Team_13,Team_14,1786,1762,24,7,3,4,2.21,2.54,0.88,2.18,43.83,57.18,15.2,11.87,Attacking,Attacking,Counter Attack,Counter Attack,4-4-2,4-4-2,Away Win,0.03
2468,Team_7,Team_13,1954,1704,250,8,11,-3,1.48,2.02,1.16,2.2,44.88,50.2,8.66,18.42,Defensive,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.72
2469,Team_17,Team_20,1420,1939,-519,9,2,7,1.46,2.03,0.59,1.62,48.87,55.39,17.88,11.59,Defensive,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.16
2470,Team_4,Team_2,1640,1957,-317,0,10,-10,1.5,1.5,0.79,1.38,42.12,59.05,9.38,16.15,Possession,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,0.12
2471,Team_4,Team_2,1925,1877,48,6,9,-3,0.95,0.5,1.12,2.06,54.45,47.83,18.31,18.68,Defensive,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Home Win,-1.11
2472,Team_3,Team_18,1732,1754,-22,14,14,0,2.46,2.36,1.69,1.53,55.43,43.2,17.77,14.65,Attacking,Counter,Counter Attack,Balanced,4-4-2,4-2-3-1,Home Win,0.93
2473,Team_8,Team_20,1421,1802,-381,8,8,0,1.94,1.42,0.82,1.54,44.61,55.09,15.49,13.92,Attacking,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,0.4
2474,Team_4,Team_8,1701,1641,60,14,6,8,1.75,2.36,1.54,1.6,64.29,36.89,11.32,15.68,Possession,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,0.15
2475,Team_6,Team_7,1586,1611,-25,2,2,0,1.52,2.11,1.58,1.46,48.17,54.11,15.15,8.28,Counter,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,0.06
2476,Team_20,Team_10,1726,1497,229,1,13,-12,1.06,2.05,1.14,1.57,59.48,43.13,11.25,13.95,Counter,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.51
2477,Team_6,Team_17,1689,1518,171,5,4,1,1.29,0.71,0.78,1.12,54.11,47.46,10.64,15.34,Attacking,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,0.17
2478,Team_8,Team_6,1998,1848,150,3,4,-1,2.42,1.63,0.63,1.61,44.55,58.94,9.84,17.87,Possession,Counter,High Press,Low Block,4-3-3,5-3-2,Away Win,0.81
2479,Team_6,Team_11,1721,1739,-18,4,11,-7,0.59,2.39,0.74,1.11,51.82,52.13,6.31,13.83,Counter,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Home Win,-0.52
2480,Team_1,Team_16,1856,1401,455,4,9,-5,0.88,2.3,1.91,2.19,50.72,53.02,19.41,8.42,Possession,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,-1.31
2481,Team_1,Team_6,1788,1597,191,9,10,-1,0.97,2.34,0.56,1.87,40.67,60.9,7.1,9.52,Possession,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.9
2482,Team_6,Team_1,1446,1761,-315,0,6,-6,1.68,2.61,0.58,1.88,41.63,54.64,7.67,19.92,Counter,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.2
2483,Team_19,Team_1,1596,1800,-204,13,5,8,2.78,1.38,1.57,1.82,49.82,46.8,12.07,16.81,Counter,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,0.96
2484,Team_4,Team_2,1813,1830,-17,5,5,0,0.9,2.62,0.57,1.75,41.16,62.22,18.68,10.16,Possession,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,-0.85
2485,Team_8,Team_17,1976,1488,488,9,8,1,2.07,1.32,1.72,1.89,56.66,42.99,10.14,7.74,Attacking,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,0.18
2486,Team_4,Team_4,1434,1925,-491,8,14,-6,1.27,0.65,1.81,0.87,55.41,47.63,7.95,14.38,Defensive,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,0.4
2487,Team_16,Team_12,1924,1800,124,8,9,-1,0.61,1.87,1.59,1.52,56.25,45.06,7.83,9.29,Counter,Counter,High Press,Low Block,4-3-3,5-3-2,Draw,-0.91
2488,Team_9,Team_12,1444,1897,-453,1,1,0,2.03,1.05,1.52,1.41,46.52,53.11,18.73,11.97,Counter,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,0.62
2489,Team_10,Team_11,1481,1493,-12,10,0,10,1.53,2.49,0.72,1.58,56.97,44.59,12.26,15.57,Possession,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Draw,-0.05
2490,Team_17,Team_1,1433,1400,33,6,5,1,1.77,1.23,1.82,0.64,44.29,55.42,18.48,14.05,Possession,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Draw,1.13
2491,Team_5,Team_12,1770,1649,121,2,8,-6,1.25,2.37,1.18,1.45,44.4,59.8,15.82,18.02,Defensive,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.2
2492,Team_19,Team_14,1638,1596,42,0,10,-10,1.28,1.69,1.86,1.18,46.75,51.98,15.85,10.71,Possession,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Home Win,0.1
2493,Team_3,Team_7,1712,1895,-183,5,3,2,2.37,1.59,1.96,0.78,46.24,50.11,17.17,9.2,Counter,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,1.59
2494,Team_18,Team_15,1822,1861,-39,11,14,-3,0.95,1.25,2.03,2.09,52.05,45.94,16.22,16.72,Possession,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Draw,-1.14
2495,Team_12,Team_11,1952,1705,247,3,5,-2,0.52,1.32,0.76,1.87,53.32,49.93,8.48,14.78,Defensive,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,-1.35
2496,Team_9,Team_10,1514,1675,-161,7,2,5,1.31,2.25,0.85,1.51,57.49,44.05,15.89,15.89,Possession,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.2
2497,Team_17,Team_11,1724,1780,-56,8,5,3,2.52,0.55,0.99,0.58,56.28,39.73,17.84,15.05,Defensive,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Away Win,1.94
2498,Team_19,Team_12,1964,1981,-17,3,7,-4,2.02,0.57,1.96,1.75,49.46,48.83,12.72,18.14,Attacking,Possession,Counter Attack,Balanced,4-4-2,4-2-3-1,Draw,0.27
2499,Team_16,Team_5,1946,1923,23,14,9,5,2.49,0.56,2.05,1.02,52.71,43.61,18.63,16.5,Counter,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Home Win,1.47
2500,Team_17,Team_10,1893,1585,308,7,4,3,0.92,1.21,1.33,1.53,63.16,35.68,15.84,19.45,Possession,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.61
2501,Team_16,Team_10,1557,1759,-202,2,6,-4,1.47,2.18,1.0,1.07,40.68,64.03,17.39,7.31,Defensive,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,0.4
2502,Team_1,Team_15,1945,1479,466,10,3,7,0.77,0.95,1.08,0.82,62.66,34.51,13.8,7.2,Attacking,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.05
2503,Team_10,Team_19,1490,1812,-322,10,6,4,2.76,2.33,1.65,2.06,63.91,35.63,10.59,10.41,Attacking,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,0.7
2504,Team_16,Team_10,1560,1789,-229,7,2,5,0.58,2.53,1.94,0.93,60.06,42.9,10.69,15.76,Attacking,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.35
2505,Team_12,Team_1,1840,1994,-154,13,1,12,1.76,1.2,1.1,1.54,52.26,49.97,13.85,17.25,Attacking,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,0.22
2506,Team_12,Team_10,1684,1552,132,0,2,-2,1.77,1.91,0.72,0.93,40.58,63.06,6.35,10.46,Attacking,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,0.84
2507,Team_9,Team_5,1754,1420,334,5,6,-1,1.05,2.28,0.71,0.94,63.6,39.64,16.95,18.1,Defensive,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,0.11
2508,Team_3,Team_10,1557,1636,-79,10,2,8,1.91,2.17,2.03,1.95,45.46,50.12,18.95,19.74,Defensive,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,-0.04
2509,Team_16,Team_12,1419,1609,-190,1,9,-8,1.03,0.76,1.35,1.88,56.37,45.0,6.24,10.44,Defensive,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.85
2510,Team_14,Team_13,1452,1799,-347,13,0,13,2.78,1.44,1.66,0.83,49.99,49.93,9.01,18.7,Defensive,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,1.95
2511,Team_20,Team_10,1826,1789,37,13,1,12,2.02,2.31,1.49,1.92,46.59,50.51,18.97,15.71,Attacking,Counter,Counter Attack,Balanced,4-4-2,4-2-3-1,Draw,0.1
2512,Team_11,Team_19,1820,1712,108,4,13,-9,1.37,1.78,0.7,1.27,51.38,49.0,14.89,19.4,Defensive,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,0.1
2513,Team_9,Team_5,1662,1934,-272,3,13,-10,0.56,0.91,0.69,1.86,48.65,47.14,9.72,15.56,Defensive,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,-1.3
2514,Team_10,Team_10,1413,1740,-327,11,14,-3,1.2,1.11,1.88,2.17,59.35,40.89,12.2,13.56,Possession,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.97
2515,Team_15,Team_18,1831,1795,36,5,12,-7,0.95,0.81,1.52,1.34,49.37,46.48,16.3,6.08,Attacking,Counter,Counter Attack,Balanced,4-4-2,4-2-3-1,Away Win,-0.39
2516,Team_14,Team_4,1900,1608,292,13,14,-1,0.79,2.29,1.05,0.73,53.76,41.43,10.54,16.51,Defensive,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,0.06
2517,Team_11,Team_17,1430,1530,-100,7,14,-7,1.39,2.28,0.72,1.24,57.47,41.6,6.82,15.87,Defensive,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,0.15
2518,Team_12,Team_14,1745,1477,268,2,4,-2,1.2,2.51,1.38,0.77,59.36,37.72,11.77,13.95,Counter,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,0.43
2519,Team_14,Team_15,1666,1492,174,12,11,1,2.01,1.26,1.38,2.14,45.41,54.59,14.74,7.93,Possession,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.13
2520,Team_14,Team_3,1785,1535,250,3,10,-7,1.67,2.47,1.97,0.54,56.77,44.25,7.17,19.02,Attacking,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,1.13
2521,Team_19,Team_17,1769,1742,27,14,4,10,1.64,1.06,0.5,2.03,42.04,62.6,7.83,14.47,Defensive,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,-0.39
2522,Team_20,Team_18,1572,1815,-243,6,0,6,2.29,2.04,1.87,0.71,60.92,37.95,13.4,12.07,Counter,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,1.58
2523,Team_13,Team_5,1984,1454,530,5,2,3,0.89,0.74,1.27,0.71,46.12,50.22,7.53,18.35,Counter,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,0.18
2524,Team_15,Team_17,1689,1969,-280,13,6,7,2.07,2.77,0.52,1.02,41.55,56.61,11.68,18.89,Possession,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,1.05
2525,Team_2,Team_9,1888,1895,-7,2,9,-7,2.77,1.63,1.97,0.51,41.67,53.55,16.82,7.12,Possession,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Home Win,2.26
2526,Team_4,Team_10,1578,1677,-99,2,10,-8,2.77,2.17,0.97,1.69,57.64,44.36,17.96,7.22,Attacking,Counter,Counter Attack,Balanced,4-4-2,4-2-3-1,Away Win,1.08
2527,Team_2,Team_4,1510,1702,-192,1,5,-4,2.18,1.45,0.84,1.61,56.62,42.98,9.78,17.65,Possession,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,0.57
2528,Team_17,Team_5,1442,1860,-418,5,0,5,0.77,2.62,1.63,1.03,59.83,40.05,7.99,18.38,Attacking,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.26
2529,Team_5,Team_10,1534,1485,49,3,9,-6,1.17,1.65,1.89,0.77,64.43,31.27,13.48,18.82,Possession,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,0.4
2530,Team_16,Team_20,1684,1947,-263,0,9,-9,0.6,2.48,2.15,2.13,45.53,51.73,11.12,10.34,Counter,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,-1.53
2531,Team_3,Team_1,1404,1848,-444,9,10,-1,1.09,1.73,0.98,1.42,57.69,44.65,8.31,16.51,Defensive,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.33
2532,Team_4,Team_8,1964,1976,-12,5,13,-8,1.84,2.48,1.56,1.99,47.57,48.75,17.47,11.36,Defensive,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Away Win,-0.15
2533,Team_16,Team_1,1490,1693,-203,8,4,4,2.17,1.15,1.5,0.74,50.11,45.22,9.03,7.05,Defensive,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,1.43
2534,Team_4,Team_10,1672,1658,14,9,14,-5,1.37,2.41,1.62,1.37,45.92,58.3,6.76,15.64,Possession,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,0.0
2535,Team_8,Team_18,1502,1625,-123,0,3,-3,1.49,2.51,1.92,2.1,47.69,51.18,6.26,19.2,Possession,Possession,Low Block,High Press,5-3-2,4-3-3,Home Win,-0.61
2536,Team_20,Team_4,1580,1631,-51,11,12,-1,2.59,1.71,1.46,0.8,52.47,51.71,13.82,9.57,Counter,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,1.79
2537,Team_1,Team_6,1423,1407,16,3,7,-4,1.79,2.22,0.97,1.66,57.65,45.83,13.51,15.09,Possession,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,0.13
2538,Team_6,Team_17,1837,1436,401,4,9,-5,1.87,0.77,1.03,1.31,56.93,41.27,17.76,11.21,Defensive,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,0.56
2539,Team_16,Team_10,1881,1723,158,0,5,-5,0.64,1.27,1.94,1.82,56.12,47.58,15.93,13.27,Defensive,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,-1.18
2540,Team_16,Team_12,1413,1448,-35,9,5,4,2.58,1.18,0.52,0.83,42.74,55.45,17.56,15.12,Counter,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Away Win,1.75
2541,Team_13,Team_4,1728,1497,231,0,5,-5,2.43,2.71,0.86,0.63,52.1,50.82,16.79,15.76,Counter,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,1.8
